
0	0	7	1000	2	20	5.0	2.0	100.0	
0	1	7	1000	2	20	2.0	2.0	100.0	
0	2	7	1000	2	20	5.0	2.0	100.0	
0	3	7	1000	2	20	1.0	2.0	100.0	
0	4	7	1000	2	20	2.0	2.0	100.0	
0	0	7	1000	5	20	9.0	5.0	100.0	
0	1	7	1000	5	20	6.0	5.0	100.0	
0	2	7	1000	5	20	5.0	5.0	100.0	
0	3	7	1000	5	20	6.0	5.0	100.0	
0	4	7	1000	5	20	5.0	5.0	100.0	
0	0	7	1000	10	20	27.0	10.0	100.0	
0	1	7	1000	10	20	286.0	7.0	70.0	
0	2	7	1000	10	20	31.0	10.0	100.0	
0	3	7	1000	10	20	206.0	8.0	80.0	
0	4	7	1000	10	20	733.0	9.0	90.0	
0	0	7	1000	15	20	2349.0	11.0	73.33333333333333	
0	1	7	1000	15	20	1003.0	9.0	60.0	
0	2	7	1000	15	20	1228.0	11.0	73.33333333333333	
0	3	7	1000	15	20	931.0	9.0	60.0	
0	4	7	1000	15	20	2038.0	8.0	53.333333333333336	
0	0	7	1000	20	20	3629.0	10.0	50.0	
0	1	7	1000	20	20	1652.0	10.0	50.0	
0	2	7	1000	20	20	1987.0	10.0	50.0	
0	3	7	1000	20	20	1545.0	9.0	45.0	
0	4	7	1000	20	20	3325.0	9.0	45.0	
